compound,start_value,end_value,delta,normalize_delta
C18725,100,100,0,0.0
C18726,100,100,0,0.0
C18727,100,100,0,0.0
C18728,100,100,0,0.0
C18729,100,100,0,0.0
C18730,100,100,0,0.0
C18731,100,100,0,0.0
C18732,100,100,0,0.0
C18733,100,100,0,0.0
C18734,100,100,0,0.0
C18735,100,100,0,0.0
C18736,100,100,0,0.0
C18737,100,100,0,0.0
C18738,100,100,0,0.0
C18739,100,100,0,0.0
C18740,100,100,0,0.0
C18741,100,100,0,0.0
C18742,100,100,0,0.0
C18743,100,100,0,0.0
C18744,100,100,0,0.0
C18745,100,100,0,0.0
C18746,100,100,0,0.0
C18747,100,100,0,0.0
C18748,100,100,0,0.0
C18750,100,100,0,0.0
C18751,100,100,0,0.0
C18752,100,100,0,0.0
C18753,100,100,0,0.0
C18754,100,100,0,0.0
C18755,100,100,0,0.0
C18756,100,100,0,0.0
C18757,100,100,0,0.0
C18758,100,100,0,0.0
C18759,100,100,0,0.0
C18760,100,100,0,0.0
C18761,100,100,0,0.0
C18762,100,100,0,0.0
C18763,100,100,0,0.0
C18764,100,100,0,0.0
C18765,100,100,0,0.0
C18766,100,100,0,0.0
C18767,100,100,0,0.0
C18768,100,100,0,0.0
C18769,100,100,0,0.0
C18770,100,100,0,0.0
C18771,100,100,0,0.0
C18772,100,100,0,0.0
C18773,100,100,0,0.0
C18774,100,100,0,0.0
C18775,100,100,0,0.0
C18777,100,100,0,0.0
C18778,100,104,4,0.04
C18779,100,100,0,0.0
C18780,100,100,0,0.0
C18781,100,100,0,0.0
C18782,100,100,0,0.0
C18783,100,100,0,0.0
C18784,100,100,0,0.0
C18785,100,100,0,0.0
C18786,100,100,0,0.0
C18787,100,100,0,0.0
C18788,100,100,0,0.0
C18789,100,100,0,0.0
C18790,100,100,0,0.0
C18791,100,100,0,0.0
C18792,100,100,0,0.0
C18793,100,100,0,0.0
C18794,100,100,0,0.0
C18795,100,100,0,0.0
C18796,100,57,-43,0.43
C18797,100,40,-60,0.6
C18798,100,100,0,0.0
C18799,100,159,59,0.59
C18800,100,100,0,0.0
C18801,100,100,0,0.0
C18802,100,41,-59,0.59
C18803,100,100,0,0.0
C18804,100,100,0,0.0
C18805,100,100,0,0.0
C18806,100,100,0,0.0
C18807,100,100,0,0.0
C18808,100,100,0,0.0
C18809,100,100,0,0.0
C18810,100,100,0,0.0
C18811,100,100,0,0.0
C18812,100,100,0,0.0
C18813,100,100,0,0.0
C18814,100,100,0,0.0
C18815,100,100,0,0.0
C18816,100,100,0,0.0
C18817,100,100,0,0.0
C18818,100,100,0,0.0
C18819,100,100,0,0.0
C18820,100,100,0,0.0
C18821,100,100,0,0.0
C18822,100,142,42,0.42
C18823,100,106,6,0.06
C18824,100,93,-7,0.07
C18825,100,100,0,0.0
C18826,100,100,0,0.0
C18827,100,100,0,0.0
C18828,100,100,0,0.0
C18829,100,100,0,0.0
C18830,100,100,0,0.0
C18831,100,100,0,0.0
C18832,100,100,0,0.0
C18833,100,100,0,0.0
C18834,100,100,0,0.0
C18835,100,166,66,0.66
C18836,100,100,0,0.0
C18837,100,100,0,0.0
C18838,100,100,0,0.0
C18839,100,100,0,0.0
C18840,100,100,0,0.0
C18841,100,100,0,0.0
C18842,100,100,0,0.0
C18843,100,100,0,0.0
C18844,100,100,0,0.0
C18845,100,101,1,0.01
C18848,100,100,0,0.0
C18849,100,100,0,0.0
C18850,100,100,0,0.0
C18851,100,100,0,0.0
C18852,100,100,0,0.0
C18853,100,100,0,0.0
C18854,100,100,0,0.0
C18855,100,100,0,0.0
C18856,100,100,0,0.0
C18857,100,100,0,0.0
C18858,100,100,0,0.0
C18859,100,100,0,0.0
C18860,100,100,0,0.0
C18861,100,100,0,0.0
C18862,100,100,0,0.0
C18863,100,100,0,0.0
C18864,100,100,0,0.0
C18865,100,100,0,0.0
C18866,100,100,0,0.0
C18867,100,100,0,0.0
C18868,100,100,0,0.0
C18869,100,100,0,0.0
C18870,100,86,-14,0.14
C18871,100,117,17,0.17
C18872,100,100,0,0.0
C18873,100,100,0,0.0
C18874,100,100,0,0.0
C18875,100,100,0,0.0
C18876,100,100,0,0.0
C18877,100,100,0,0.0
C18878,100,100,0,0.0
C18879,100,100,0,0.0
C18880,100,100,0,0.0
C18881,100,100,0,0.0
C18882,100,100,0,0.0
C18883,100,100,0,0.0
C18884,100,100,0,0.0
C18885,100,100,0,0.0
C18886,100,100,0,0.0
C18887,100,100,0,0.0
C18888,100,100,0,0.0
C18889,100,100,0,0.0
C18890,100,100,0,0.0
C18891,100,100,0,0.0
C18892,100,100,0,0.0
C18893,100,100,0,0.0
C18894,100,100,0,0.0
C18895,100,100,0,0.0
C18896,100,100,0,0.0
C18897,100,100,0,0.0
C18898,100,100,0,0.0
C18899,100,100,0,0.0
C18900,100,100,0,0.0
C18901,100,100,0,0.0
C18902,100,51,-49,0.49
C18903,100,100,0,0.0
C18904,100,153,53,0.53
C18905,100,100,0,0.0
C18906,100,100,0,0.0
C18907,100,100,0,0.0
C18908,100,100,0,0.0
C18909,100,100,0,0.0
C18910,100,148,48,0.48
C18911,100,99,-1,0.01
C18912,100,100,0,0.0
C18913,100,100,0,0.0
C18914,100,100,0,0.0
C18915,100,100,0,0.0
C18916,100,100,0,0.0
C18917,100,100,0,0.0
C18918,100,100,0,0.0
C18919,100,100,0,0.0
C18920,100,100,0,0.0
C18921,100,100,0,0.0
C18922,100,100,0,0.0
C18923,100,100,0,0.0
C18924,100,100,0,0.0
C18925,100,100,0,0.0
C18926,100,100,0,0.0
C18927,100,100,0,0.0
C18928,100,100,0,0.0
C18929,100,100,0,0.0
C18930,100,100,0,0.0
C18931,100,100,0,0.0
C18932,100,100,0,0.0
C18933,100,116,16,0.16
C18934,100,100,0,0.0
C18935,100,100,0,0.0
C18936,100,100,0,0.0
C18937,100,100,0,0.0
C18938,100,100,0,0.0
C18939,100,100,0,0.0
C18940,100,100,0,0.0
C18941,100,100,0,0.0
C18942,100,100,0,0.0
C18943,100,100,0,0.0
C18944,100,100,0,0.0
C18945,100,100,0,0.0
C18946,100,100,0,0.0
C18947,100,100,0,0.0
C18948,100,100,0,0.0
C18949,100,100,0,0.0
C18950,100,100,0,0.0
C18951,100,100,0,0.0
C18952,100,100,0,0.0
C18953,100,100,0,0.0
C18954,100,100,0,0.0
C18955,100,100,0,0.0
C18956,100,100,0,0.0
C18957,100,100,0,0.0
C18958,100,100,0,0.0
C18959,100,100,0,0.0
C18960,100,100,0,0.0
C18961,100,100,0,0.0
C18962,100,100,0,0.0
C18963,100,100,0,0.0
C18964,100,100,0,0.0
C18965,100,100,0,0.0
C18966,100,100,0,0.0
C18967,100,100,0,0.0
C18968,100,100,0,0.0
C18969,100,100,0,0.0
C18970,100,100,0,0.0
C18971,100,100,0,0.0
C18972,100,100,0,0.0
C18973,100,100,0,0.0
C18974,100,100,0,0.0
C18975,100,100,0,0.0
C18976,100,100,0,0.0
C18977,100,100,0,0.0
C18978,100,100,0,0.0
C18979,100,100,0,0.0
C18980,100,100,0,0.0
C18981,100,100,0,0.0
C18982,100,100,0,0.0
C18983,100,100,0,0.0
C18984,100,100,0,0.0
C18985,100,100,0,0.0
C18986,100,100,0,0.0
C18987,100,100,0,0.0
C18988,100,100,0,0.0
C18989,100,100,0,0.0
C18992,100,100,0,0.0
C18993,100,100,0,0.0
C18999,100,100,0,0.0
C19000,100,100,0,0.0
C19001,100,100,0,0.0
C19002,100,100,0,0.0
C19003,100,100,0,0.0
C19004,100,100,0,0.0
C19005,100,100,0,0.0
C19006,100,100,0,0.0
C19007,100,100,0,0.0
C19009,100,100,0,0.0
C19010,100,100,0,0.0
C19011,100,100,0,0.0
C19012,100,100,0,0.0
C19013,100,100,0,0.0
C19014,100,100,0,0.0
C19015,100,100,0,0.0
C19016,100,100,0,0.0
C19017,100,100,0,0.0
C19019,100,100,0,0.0
C19020,100,100,0,0.0
C19021,100,100,0,0.0
C19022,100,100,0,0.0
C19023,100,100,0,0.0
C19024,100,100,0,0.0
C19025,100,100,0,0.0
C19026,100,100,0,0.0
C19027,100,100,0,0.0
C19028,100,100,0,0.0
C19029,100,100,0,0.0
C19030,100,100,0,0.0
C19031,100,100,0,0.0
C19032,100,100,0,0.0
C19033,100,75,-25,0.25
C19034,100,100,0,0.0
C19035,100,100,0,0.0
C19036,100,100,0,0.0
C19037,100,100,0,0.0
C19038,100,100,0,0.0
C19039,100,100,0,0.0
C19041,100,100,0,0.0
C19042,100,100,0,0.0
C19043,100,100,0,0.0
C19044,100,100,0,0.0
C19045,100,100,0,0.0
C19046,100,100,0,0.0
C19047,100,100,0,0.0
C19048,100,100,0,0.0
C19049,100,100,0,0.0
C19050,100,100,0,0.0
C19051,100,100,0,0.0
C19052,100,100,0,0.0
C19053,100,100,0,0.0
C19054,100,100,0,0.0
C19055,100,100,0,0.0
C19056,100,100,0,0.0
C19057,100,100,0,0.0
C19058,100,100,0,0.0
C19059,100,100,0,0.0
C19060,100,100,0,0.0
C19061,100,100,0,0.0
C19062,100,100,0,0.0
C19063,100,100,0,0.0
C19064,100,100,0,0.0
C19065,100,100,0,0.0
C19066,100,100,0,0.0
C19067,100,100,0,0.0
C19068,100,100,0,0.0
C19069,100,100,0,0.0
C19070,100,100,0,0.0
C19071,100,100,0,0.0
C19072,100,100,0,0.0
C19073,100,100,0,0.0
C19074,100,100,0,0.0
C19075,100,100,0,0.0
C19076,100,100,0,0.0
C19077,100,100,0,0.0
C19078,100,99,-1,0.01
C19079,100,59,-41,0.41
C19080,100,98,-2,0.02
C19081,100,83,-17,0.17
C19082,100,110,10,0.1
C19083,100,108,8,0.08
C19084,100,57,-43,0.43
C19085,100,103,3,0.03
C19086,100,100,0,0.0
C19087,100,100,0,0.0
C19088,100,100,0,0.0
C19089,100,100,0,0.0
C19090,100,100,0,0.0
C19091,100,100,0,0.0
C19092,100,100,0,0.0
C19093,100,100,0,0.0
C19094,100,100,0,0.0
C19095,100,100,0,0.0
C19096,100,100,0,0.0
C19097,100,100,0,0.0
C19098,100,100,0,0.0
C19099,100,100,0,0.0
C19100,100,100,0,0.0
C19101,100,100,0,0.0
C19102,100,100,0,0.0
C19103,100,100,0,0.0
C19105,100,100,0,0.0
C19106,100,100,0,0.0
C19107,100,100,0,0.0
C19108,100,100,0,0.0
C19109,100,100,0,0.0
C19110,100,100,0,0.0
C19111,100,100,0,0.0
C19112,100,100,0,0.0
C19113,100,100,0,0.0
C19114,100,100,0,0.0
C19115,100,100,0,0.0
C19116,100,100,0,0.0
C19117,100,100,0,0.0
C19118,100,100,0,0.0
C19119,100,100,0,0.0
C19120,100,100,0,0.0
C19121,100,100,0,0.0
C19122,100,100,0,0.0
C19123,100,100,0,0.0
C19124,100,100,0,0.0
C19125,100,100,0,0.0
C19126,100,100,0,0.0
C19127,100,100,0,0.0
C19128,100,100,0,0.0
C19129,100,100,0,0.0
C19130,100,100,0,0.0
C19131,100,100,0,0.0
C19132,100,100,0,0.0
C19133,100,100,0,0.0
C19134,100,100,0,0.0
C19135,100,100,0,0.0
C19136,100,100,0,0.0
C19137,100,100,0,0.0
C19138,100,100,0,0.0
C19139,100,100,0,0.0
C19140,100,100,0,0.0
C19141,100,100,0,0.0
C19143,100,100,0,0.0
C19144,100,100,0,0.0
C19145,100,100,0,0.0
C19146,100,100,0,0.0
C19147,100,100,0,0.0
C19148,100,100,0,0.0
C19149,100,100,0,0.0
C19151,100,101,1,0.01
C19152,100,103,3,0.03
C19153,100,132,32,0.32
C19154,100,63,-37,0.37
C19155,100,66,-34,0.34
C19156,100,97,-3,0.03
C19157,100,100,0,0.0
C19158,100,100,0,0.0
C19159,100,100,0,0.0
C19160,100,100,0,0.0
C19161,100,100,0,0.0
C19162,100,100,0,0.0
C19163,100,100,0,0.0
C19164,100,100,0,0.0
C19165,100,100,0,0.0
C19166,100,100,0,0.0
C19167,100,100,0,0.0
C19168,100,100,0,0.0
C19169,100,100,0,0.0
C19170,100,100,0,0.0
C19172,100,100,0,0.0
C19173,100,100,0,0.0
C19174,100,100,0,0.0
C19175,100,100,0,0.0
C19176,100,100,0,0.0
C19177,100,100,0,0.0
C19178,100,100,0,0.0
C19179,100,100,0,0.0
C19180,100,100,0,0.0
C19181,100,100,0,0.0
C19182,100,100,0,0.0
C19183,100,100,0,0.0
C19184,100,100,0,0.0
C19185,100,100,0,0.0
C19186,100,100,0,0.0
C19187,100,100,0,0.0
C19188,100,100,0,0.0
C19189,100,100,0,0.0
C19190,100,100,0,0.0
C19191,100,100,0,0.0
C19192,100,100,0,0.0
C19193,100,100,0,0.0
C19194,100,100,0,0.0
C19195,100,100,0,0.0
C19196,100,100,0,0.0
C19197,100,100,0,0.0
C19198,100,100,0,0.0
C19199,100,100,0,0.0
C19200,100,100,0,0.0
C19201,100,100,0,0.0
C19202,100,100,0,0.0
C19203,100,100,0,0.0
C19204,100,100,0,0.0
C19205,100,100,0,0.0
C19206,100,100,0,0.0
C19207,100,100,0,0.0
C19208,100,100,0,0.0
C19209,100,100,0,0.0
C19210,100,100,0,0.0
C19211,100,100,0,0.0
C19212,100,100,0,0.0
C19213,100,100,0,0.0
C19214,100,100,0,0.0
C19216,100,100,0,0.0
C19217,100,100,0,0.0
C19218,100,100,0,0.0
C19219,100,100,0,0.0
C19220,100,100,0,0.0
C19221,100,100,0,0.0
C19222,100,100,0,0.0
C19223,100,100,0,0.0
C19225,100,100,0,0.0
C19226,100,100,0,0.0
C19227,100,100,0,0.0
C19228,100,100,0,0.0
C19229,100,100,0,0.0
C19230,100,100,0,0.0
C19231,100,100,0,0.0
C19232,100,100,0,0.0
C19233,100,100,0,0.0
C19234,100,100,0,0.0
C19235,100,100,0,0.0
C19236,100,100,0,0.0
C19237,100,100,0,0.0
C19238,100,100,0,0.0
C19239,100,100,0,0.0
C19240,100,100,0,0.0
C19241,100,97,-3,0.03
C19242,100,100,0,0.0
C19243,100,100,0,0.0
C19244,100,100,0,0.0
C19245,100,100,0,0.0
C19246,100,100,0,0.0
C19247,100,100,0,0.0
C19248,100,100,0,0.0
C19249,100,100,0,0.0
C19250,100,100,0,0.0
C19251,100,100,0,0.0
C19252,100,100,0,0.0
C19253,100,100,0,0.0
C19254,100,100,0,0.0
C19255,100,100,0,0.0
C19256,100,100,0,0.0
C19257,100,100,0,0.0
C19258,100,100,0,0.0
C19259,100,100,0,0.0
C19260,100,100,0,0.0
C19262,100,100,0,0.0
C19263,100,100,0,0.0
C19264,100,100,0,0.0
C19265,100,100,0,0.0
C19266,100,100,0,0.0
C19267,100,100,0,0.0
C19268,100,100,0,0.0
C19269,100,100,0,0.0
C19270,100,100,0,0.0
C19271,100,100,0,0.0
C19272,100,100,0,0.0
C19273,100,100,0,0.0
C19274,100,100,0,0.0
C19275,100,100,0,0.0
C19276,100,100,0,0.0
C19277,100,100,0,0.0
C19278,100,100,0,0.0
C19279,100,100,0,0.0
C19280,100,100,0,0.0
C19281,100,100,0,0.0
C19282,100,100,0,0.0
C19283,100,100,0,0.0
C19284,100,100,0,0.0
C19285,100,100,0,0.0
C19286,100,100,0,0.0
C19287,100,100,0,0.0
C19288,100,100,0,0.0
C19289,100,100,0,0.0
C19290,100,100,0,0.0
C19306,100,100,0,0.0
C19307,100,100,0,0.0
C19419,100,100,0,0.0
C19420,100,100,0,0.0
C19421,100,100,0,0.0
C19422,100,100,0,0.0
C19423,100,100,0,0.0
C19424,100,100,0,0.0
C19425,100,100,0,0.0
C19426,100,100,0,0.0
C19427,100,100,0,0.0
C19428,100,100,0,0.0
C19429,100,100,0,0.0
C19430,100,100,0,0.0
C19431,100,100,0,0.0
C19432,100,100,0,0.0
C19433,100,100,0,0.0
C19434,100,100,0,0.0
C19435,100,100,0,0.0
C19436,100,100,0,0.0
C19437,100,100,0,0.0
C19438,100,100,0,0.0
C19440,100,100,0,0.0
C19441,100,100,0,0.0
C19443,100,100,0,0.0
C19444,100,100,0,0.0
C19445,100,100,0,0.0
C19446,100,100,0,0.0
C19447,100,100,0,0.0
C19448,100,100,0,0.0
C19449,100,100,0,0.0
C19450,100,100,0,0.0
C19451,100,100,0,0.0
C19452,100,100,0,0.0
C19453,100,100,0,0.0
C19454,100,100,0,0.0
C19455,100,100,0,0.0
C19456,100,100,0,0.0
C19457,100,100,0,0.0
C19458,100,100,0,0.0
C19459,100,101,1,0.01
C19460,100,100,0,0.0
C19461,100,100,0,0.0
C19462,100,100,0,0.0
C19463,100,100,0,0.0
C19464,100,100,0,0.0
C19465,100,100,0,0.0
C19466,100,100,0,0.0
C19467,100,100,0,0.0
C19468,100,100,0,0.0
C19469,100,100,0,0.0
C19470,100,100,0,0.0
C19471,100,100,0,0.0
C19472,100,100,0,0.0
C19473,100,100,0,0.0
C19474,100,100,0,0.0
C19475,100,100,0,0.0
C19476,100,100,0,0.0
C19477,100,100,0,0.0
C19478,100,100,0,0.0
C19479,100,100,0,0.0
C19480,100,100,0,0.0
C19481,100,100,0,0.0
C19482,100,100,0,0.0
C19483,100,100,0,0.0
C19484,100,100,0,0.0
C19485,100,100,0,0.0
C19486,100,100,0,0.0
C19487,100,100,0,0.0
C19488,100,100,0,0.0
C19489,100,88,-12,0.12
C19490,100,112,12,0.12
C19491,100,98,-2,0.02
C19492,100,100,0,0.0
C19493,100,100,0,0.0
C19494,100,100,0,0.0
C19496,100,100,0,0.0
C19497,100,100,0,0.0
C19498,100,100,0,0.0
C19499,100,100,0,0.0
C19500,100,100,0,0.0
C19501,100,100,0,0.0
C19502,100,100,0,0.0
C19503,100,100,0,0.0
C19504,100,100,0,0.0
C19505,100,100,0,0.0
C19506,100,100,0,0.0
C19507,100,100,0,0.0
C19508,100,100,0,0.0
C19509,100,100,0,0.0
C19510,100,100,0,0.0
C19511,100,100,0,0.0
C19512,100,100,0,0.0
C19513,100,100,0,0.0
C19514,100,100,0,0.0
C19515,100,100,0,0.0
C19516,100,100,0,0.0
C19517,100,100,0,0.0
C19518,100,100,0,0.0
C19519,100,100,0,0.0
C19520,100,100,0,0.0
C19521,100,100,0,0.0
C19522,100,100,0,0.0
C19523,100,100,0,0.0
C19524,100,100,0,0.0
C19525,100,100,0,0.0
C19526,100,100,0,0.0
C19527,100,100,0,0.0
C19528,100,100,0,0.0
C19529,100,100,0,0.0
C19530,100,100,0,0.0
C19531,100,100,0,0.0
C19532,100,100,0,0.0
C19533,100,100,0,0.0
C19534,100,100,0,0.0
C19535,100,100,0,0.0
C19536,100,100,0,0.0
C19537,100,100,0,0.0
C19538,100,100,0,0.0
C19539,100,100,0,0.0
C19540,100,100,0,0.0
C19541,100,100,0,0.0
C19542,100,100,0,0.0
C19543,100,100,0,0.0
C19544,100,100,0,0.0
C19545,100,100,0,0.0
C19546,100,100,0,0.0
C19547,100,100,0,0.0
C19548,100,100,0,0.0
C19549,100,100,0,0.0
C19550,100,100,0,0.0
C19551,100,100,0,0.0
C19552,100,100,0,0.0
C19553,100,100,0,0.0
C19554,100,100,0,0.0
C19555,100,100,0,0.0
C19556,100,100,0,0.0
C19557,100,100,0,0.0
C19559,100,100,0,0.0
C19560,100,100,0,0.0
C19561,100,99,-1,0.01
C19562,100,101,1,0.01
C19563,100,62,-38,0.38
C19564,100,89,-11,0.11
C19565,100,95,-5,0.05
C19566,100,52,-48,0.48
C19567,100,143,43,0.43
C19568,100,190,90,0.9
C19569,100,160,60,0.6
C19570,100,100,0,0.0
C19571,100,100,0,0.0
C19572,100,100,0,0.0
C19573,100,100,0,0.0
C19574,100,97,-3,0.03
C19575,100,100,0,0.0
C19577,100,59,-41,0.41
C19578,100,111,11,0.11
C19579,100,180,80,0.8
C19580,100,63,-37,0.37
C19581,100,85,-15,0.15
C19582,100,102,2,0.02
C19583,100,100,0,0.0
C19584,100,100,0,0.0
C19585,100,100,0,0.0
C19586,100,72,-28,0.28
C19587,100,100,0,0.0
C19588,100,81,-19,0.19
C19590,100,202,102,1.02
C19591,100,91,-9,0.09
C19592,100,107,7,0.07
C19594,100,101,1,0.01
C19595,100,100,0,0.0
C19596,100,100,0,0.0
C19597,100,100,0,0.0
C19598,100,100,0,0.0
C19599,100,100,0,0.0
C19602,100,149,49,0.49
C19603,100,146,46,0.46
C19604,100,79,-21,0.21
C19605,100,101,1,0.01
C19606,100,104,4,0.04
C19607,100,121,21,0.21
C19608,100,100,0,0.0
C19613,100,77,-23,0.23
C19614,100,93,-7,0.07
C19615,100,155,55,0.55
C19616,100,19,-81,0.81
C19617,100,84,-16,0.16
C19620,100,132,32,0.32
C19621,100,115,15,0.15
C19623,100,48,-52,0.52
C19624,100,106,6,0.06
C19625,100,146,46,0.46
C19644,100,100,0,0.0
C19656,100,100,0,0.0
C19695,100,96,-4,0.04
C19700,100,82,-18,0.18
C19703,100,91,-9,0.09
C19706,100,68,-32,0.32
C19709,100,94,-6,0.06
C19720,100,101,1,0.01
C19734,100,101,1,0.01
C19737,100,120,20,0.2
C19738,100,142,42,0.42
C19781,100,81,-19,0.19
C19795,100,95,-5,0.05
C19799,100,148,48,0.48
C19807,100,100,0,0.0
C19839,100,99,-1,0.01
C19847,100,147,47,0.47
C19852,100,101,1,0.01
C19858,100,100,0,0.0
C19859,100,99,-1,0.01
C19872,100,137,37,0.37
C19873,100,152,52,0.52
C19874,100,134,34,0.34
C19875,100,108,8,0.08
C19876,100,123,23,0.23
C19895,100,101,1,0.01
C19900,100,100,0,0.0
C19902,100,100,0,0.0
C19903,100,100,0,0.0
C19913,100,100,0,0.0
C19915,100,100,0,0.0
C19917,100,100,0,0.0
C19949,100,100,0,0.0
C19952,100,100,0,0.0
C19953,100,100,0,0.0
C19954,100,100,0,0.0
C19971,100,93,-7,0.07
C19972,100,92,-8,0.08
C19977,100,100,0,0.0
C19981,100,100,0,0.0
C19984,100,100,0,0.0
C19989,100,100,0,0.0
C19990,100,100,0,0.0
C19991,100,100,0,0.0
C19994,100,100,0,0.0
C19996,100,100,0,0.0
C19999,100,100,0,0.0
C20006,100,100,0,0.0
C20008,100,100,0,0.0
C20009,100,100,0,0.0
C20010,100,100,0,0.0
C20013,100,100,0,0.0
C20017,100,100,0,0.0
C20018,100,100,0,0.0
C20022,100,100,0,0.0
C20023,100,100,0,0.0
C20025,100,100,0,0.0
C20044,100,100,0,0.0
C20045,100,96,-4,0.04
C20059,100,100,0,0.0
C20082,100,117,17,0.17
C20093,100,100,0,0.0
C20094,100,100,0,0.0
C20121,100,101,1,0.01
C20123,100,100,0,0.0
C20132,100,100,0,0.0
C20137,100,92,-8,0.08
C20138,100,145,45,0.45
C20140,100,103,3,0.03
C20142,100,100,0,0.0
C20157,100,100,0,0.0
C20164,100,100,0,0.0
C20167,100,100,0,0.0
C20199,100,117,17,0.17
C20203,100,100,0,0.0
C20210,100,100,0,0.0
C20212,100,100,0,0.0
C20214,100,100,0,0.0
C20220,100,100,0,0.0
C20226,100,144,44,0.44
C20230,100,107,7,0.07
C20246,100,33,-67,0.67
C20252,100,71,-29,0.29
C20259,100,100,0,0.0
C20262,100,106,6,0.06
C20265,100,100,0,0.0
C20266,100,100,0,0.0
C20286,100,100,0,0.0
C20287,100,100,0,0.0
C20288,100,100,0,0.0
C20290,100,100,0,0.0
C20291,100,100,0,0.0
C20297,100,122,22,0.22
C20316,100,100,0,0.0
C20321,100,100,0,0.0
C20328,100,98,-2,0.02
C20333,100,100,0,0.0
C20339,100,100,0,0.0
C20340,100,100,0,0.0
C20341,100,100,0,0.0
C20348,100,100,0,0.0
C20357,100,49,-51,0.51
C20385,100,100,0,0.0
C20439,100,100,0,0.0
C20441,100,142,42,0.42
C20448,100,100,0,0.0
C20462,100,100,0,0.0
C20465,100,23,-77,0.77
C20466,100,104,4,0.04
C20482,100,60,-40,0.4
C20484,100,128,28,0.28
C20489,100,107,7,0.07
C20490,100,113,13,0.13
C20491,100,110,10,0.1
C20493,100,100,0,0.0
C20494,100,100,0,0.0
C20496,100,116,16,0.16
C20525,100,106,6,0.06
C20536,100,63,-37,0.37
C20543,100,99,-1,0.01
C20546,100,55,-45,0.45
C20549,100,100,0,0.0
C20571,100,100,0,0.0
C20585,100,100,0,0.0
C20586,100,116,16,0.16
C20599,100,100,0,0.0
C20684,100,7,-93,0.93
C20698,100,100,0,0.0
C20701,100,101,1,0.01
C20731,100,100,0,0.0
C20739,100,101,1,0.01
C20760,100,100,0,0.0
C20784,100,103,3,0.03
C20786,100,100,0,0.0
C20813,100,138,38,0.38
C20816,100,96,-4,0.04
C20817,100,101,1,0.01
C20819,100,118,18,0.18
C20820,100,140,40,0.4
C20825,100,101,1,0.01
C20868,100,100,0,0.0
C20872,100,100,0,0.0
C20896,100,88,-12,0.12
C20910,100,100,0,0.0
C20912,100,97,-3,0.03
C20915,100,77,-23,0.23
C20916,100,105,5,0.05
C20919,100,153,53,0.53
C20920,100,147,47,0.47
C20925,100,98,-2,0.02
C20956,100,54,-46,0.46
C20969,100,56,-44,0.44
C20972,100,100,0,0.0
C20978,100,100,0,0.0
C20990,100,83,-17,0.17
C21027,100,92,-8,0.08
C21040,100,87,-13,0.13
C21054,100,100,0,0.0
C21060,100,100,0,0.0
C21066,100,100,0,0.0
C21119,100,139,39,0.39
C21121,100,100,0,0.0
C21122,100,100,0,0.0
C21125,100,100,0,0.0
C21133,100,101,1,0.01
C21136,100,100,0,0.0
C21257,100,68,-32,0.32
C21296,100,100,0,0.0
C21370,100,100,0,0.0
C21405,100,0,-100,1.0
C21406,100,0,-100,1.0
C21417,100,117,17,0.17
C21436,100,100,0,0.0
C21495,100,103,3,0.03
C21496,100,104,4,0.04
C21510,100,150,50,0.5
C21511,100,99,-1,0.01
C21515,100,100,0,0.0
C21519,100,100,0,0.0
C21540,100,100,0,0.0
C21586,100,99,-1,0.01
C21587,100,87,-13,0.13
C21588,100,114,14,0.14
C21589,100,62,-38,0.38
C21590,100,121,21,0.21
C21591,100,60,-40,0.4
C21604,100,107,7,0.07
C21650,100,97,-3,0.03
C21684,100,100,0,0.0
C21956,100,99,-1,0.01
C22041,100,100,0,0.0
C22042,100,100,0,0.0
C22079,100,101,1,0.01
C22087,100,140,40,0.4
C22107,100,134,34,0.34
C00306,100,100,0,0.0
C00373,100,100,0,0.0
C00561,100,38,-62,0.62
C00660,100,100,0,0.0
C00850,100,130,30,0.3
C00883,100,100,0,0.0
C01315,100,100,0,0.0
C01337,100,100,0,0.0
C01510,100,91,-9,0.09
C01517,100,100,0,0.0
C01581,100,106,6,0.06
C01865,100,100,0,0.0
C01895,100,100,0,0.0
C02007,100,100,0,0.0
C02026,100,100,0,0.0
C02040,100,100,0,0.0
C02162,100,100,0,0.0
C02229,100,100,0,0.0
C02234,100,100,0,0.0
C02264,100,100,0,0.0
C02267,100,100,0,0.0
C02347,100,91,-9,0.09
C02453,100,100,0,0.0
C02471,100,87,-13,0.13
C02507,100,100,0,0.0
C02548,100,100,0,0.0
C02587,100,78,-22,0.22
C02638,100,100,0,0.0
C02652,100,100,0,0.0
C02709,100,110,10,0.1
C02725,100,100,0,0.0
C02747,100,100,0,0.0
C02753,100,79,-21,0.21
C02755,100,113,13,0.13
C02793,100,69,-31,0.31
C02799,100,100,0,0.0
C02806,100,100,0,0.0
C02854,100,100,0,0.0
C02904,100,100,0,0.0
C02942,100,100,0,0.0
C03002,100,116,16,0.16
C03009,100,100,0,0.0
C03010,100,100,0,0.0
C03136,100,96,-4,0.04
C03142,100,101,1,0.01
C03176,100,100,0,0.0
C03280,100,100,0,0.0
C03293,100,100,0,0.0
C03305,100,100,0,0.0
C03367,100,100,0,0.0
C03450,100,100,0,0.0
C03539,100,69,-31,0.31
C03543,100,100,0,0.0
C03571,100,100,0,0.0
C03614,100,93,-7,0.07
C03662,100,100,0,0.0
C03755,100,100,0,0.0
C03757,100,100,0,0.0
C03762,100,100,0,0.0
